,Unnamed: 0.1,Unnamed: 0,id_grid,MesListing,TIPOPROPIEDAD,STotalM2,SConstrM2,Dormitorios,Banos,Ambientes,SitioOrigen,Amoblado,Antiguedad,Cisterna,AccesoInternet,BusinessCenter,Gimnasio,Laundry,Calefaccion,SalonDeUsosMul,AireAC,Recepcion,Estacionamiento,Jacuzzi,AreaJuegosInfantiles,Chimenea,Ascensor,SalonFiestas,Seguridad,Pileta,Cocheras,PistaJogging,EstacionamientoVisitas,Lobby,LocalesComerciales,SistContraIncendios,AreaParrillas,CanchaTennis,AreaCine,ITE_ADD_CITY_NAME,ITE_ADD_STATE_NAME,ITE_ADD_NEIGHBORHOOD_NAME,ITE_TIPO_PROD,LONGITUDE,LATITUDE,year,precio_por_m2,precio_pesos_constantes
778,1989,120616,90162,2022-02-01,Departamento,89.0,75.0,2,1,3,0.0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Boulevard del Sol,U,-58.8371189350123,-34.4260095963802,2022,214.099897462608,16057.4923096956
1180,2750,164444,89525,2021-07-01,Departamento,43.0,43.0,1,1,1,0.0,No,5.0,0,No,0,No,No,No,Sí,Sí,0,0,No,0,0,0,0,Sí,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,,U,-58.7915090122333,-34.4302930922576,2021,355.9250409503674,15304.7767608658
912,1258,75464,86541,2022-11-01,Departamento,36.0,36.0,1,1,1,,0.0,10.0,,1.0,,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,1.0,1.0,1,,,,,,1.0,,,Pilar,Bs.As. G.B.A. Norte,La Lonja,U,-58.8419051679147,-34.4457740719655,2022,196.38747434974505,7069.94907659082
802,365,20609,80320,2021-10-01,Departamento,28.0,28.0,1,1,2,0.0,No,0.0,0,Sí,0,No,No,No,No,No,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Pilar,N,-58.7773485903259,-34.4809931510018,2021,248.9054507257061,6969.35262031977
723,1170,70126,90490,2021-05-01,Departamento,82.0,60.0,1,1,2,0.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sí,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,La Lonja,U,-58.8392549676366,-34.424174161022,2021,293.7343771536367,17624.0626292182
2231,1269,76224,87881,2022-04-01,Departamento,95.0,70.0,1,2,2,0.0,   0,10.0,   0,   0,   0,   0,   0,   0,   0,Sí,   0,   0,   0,   0,   0,   0,   0,   0,   0,1,0.0,   0,0.0,0.0,0.0,0.0,   0,   0,Pilar,Bs.As. G.B.A. Norte,Pilar,U,-58.7895255076243,-34.4393388226015,2022,228.1717747759457,15972.0242343162
1008,881,53371,89173,2021-11-01,Departamento,56.0,56.0,1,1,2,0.0,No,0.0,0,Sí,0,No,No,Sí,No,No,0,0,No,0,0,0,0,No,No,1,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,Alto del Molino,N,-58.8415886293555,-34.4313523103948,2021,226.64561369461964,12692.1543668987
2660,1991,120651,86858,2021-05-01,Departamento,37.0,37.0,1,1,1,0.0,No,0.0,0,Sí,0,Sí,No,No,No,Sí,0,0,No,0,0,0,0,No,Sí,0,0.0,0,0.0,0.0,0.0,0.0,0,0,Pilar,Bs.As. G.B.A. Norte,,N,-58.8679771947256,-34.4435751037475,2021,219.8427770796449,8134.18275194686
1808,2575,153822,92789,2021-10-01,Departamento,75.0,70.0,2,1,3,0.0,No,0.0,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Pilar,Bs.As. G.B.A. Norte,,S,-58.8476791859681,-34.4114239072168,2021,369.0088808443,25830.621659101
1929,1067,64133,87556,2021-01-01,Departamento,120.0,100.0,2,1,4,0.0,No,0.0,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,Sí,1,0.0,No,0.0,0.0,0.0,0.0,No,0,Pilar,Bs.As. G.B.A. Norte,Pilar,U,-58.7808600161659,-34.4412687074433,2021,110.798225329376,11079.8225329376
